Probe Set ID;Gene Title;Gene Symbol;Probe Position;NCBI;NCBI;Cluster;Correlation to FoxP3;TregSig;IL2ActnoFox;IL2Act;Act;TGFnoFox;TGF;FOXP3rv;ActCD4;ActCD4TGF;ActTreg;ActTregTGF;CTRLrv;FOXP3rv;Ctrlrv;Foxp3rv;sfActCD4;sfActCD4TGF;wtActCD4;wtActCD4TGF;ActCD8;ActCD8TGF;TconvThy;TregThy;TconvLN;TregLN;TconvSpN;TregSpN;TconvSpB;TregSpB;CD4AND;ActCD4AND
1450545_a_at;deoxynucleotidyltransferase| terminal;Dntt;chr19:40365744-40395921 (+) // 99.65 // qC3;21673;21673;3;-0.034488234;0.61;0.46;0.43;1.25;0.93;0.92;2.47;102.2;67.8;56;48.8;117.3;289.6;210.2;326.6;40.4;37.7;43.1;39.6;113;71;670.4;1065.4;114.7;53.3;87;53;99.7;65.3;48.6;60.8
1441891_x_at;ELOVL family member 7| elongation of long chain fatty acids (yeast);Elovl7;chr13:105053491-105053776 (+) // 95.1 // qD2.1;74559;74559;3;-0.29295513;0.61;0.63;0.63;0.84;0.97;0.83;0.75;31.3;21.3;22.4;20;34.2;25.7;28.2;30.8;20.7;20;24;20;72.4;92.4;36.8;20;30.8;20;32.8;20;38.1;20;9.2;7.8
1428323_at;glycerol phosphate dehydrogenase 2| mitochondrial;Gpd2;chr2:57320037-57324091 (+) // 96.04 // qC1.1;14571;14571;2;-0.324190284;0.61;1.1;1.08;1.9;0.9;0.66;0.91;695.7;555;726.9;662.4;598.7;543.2;502.4;446.2;798.5;717.4;802.4;526.9;406.1;273.6;887.4;547.9;596.7;355.1;727.7;445.9;745.1;467.9;448.5;853.2
1445302_at;immunoglobulin superfamily| member 6;Igsf6;chr7:108367316-108367979 (+) // 58.76 // qF1;---;---;2;-0.435213963;0.61;0.65;0.63;0.49;0.98;0.99;0.8;235;183.6;211.1;216.4;276.6;221.3;295.5;251.3;169.9;166.9;164.5;163.1;243.2;290.5;332.7;217.6;342.7;175.1;261.2;158.7;259.1;164.3;223.6;110.2
1435323_a_at;membrane bound O-acyltransferase domain containing 1;Mboat1;chr13:29625030-29626398 (+) // 92.42 // qA3.2;218121;218121;4;-0.456878688;0.61;2.62;2.61;1.57;0.69;0.49;0.78;276.7;143.2;151.2;112.8;296.7;230.2;217;222.7;262.7;180.1;253.1;124.1;73.4;69;120.9;64.2;108.4;55.7;100.4;60.8;97;55.9;67.6;105.8
1417171_at;IL2-inducible T-cell kinase;Itk;chr11:45964884-46029250 (-) // 94.96 // qB1.1;16428;16428;2;-0.479383353;0.61;0.69;0.66;0.41;0.7;0.52;0.96;1074.4;540.7;572.4;390.1;1077.4;1036.3;1126.3;1132.2;998.8;697.6;937;489.2;1001.5;1401.7;1144.1;468.2;972.7;439;1449.3;885.5;1420.6;829.3;1112.7;457.6
1444089_at;spectrin beta 2;Spnb2;chr11:30002408-30003376 (-) // 90.7 // qA3.3;20742;20742;7;-0.023077976;0.6;0.37;0.55;1.35;0.55;0.57;0.84;242.3;187.7;190.8;168.8;248.3;209.3;212.7;221.6;229.1;126.6;258.3;147.6;185.3;137.2;291.4;165.7;289.3;170;627.4;376.3;472.3;264.1;150.1;202.2
1439764_s_at;insulin-like growth factor 2 mRNA binding protein 2;Igf2bp2;chr16:21893141-21893449 (-) // 96.42 // qB1;319765;319765;3;-0.173750547;0.6;0.54;0.31;0.47;0.79;1.46;1.13;113.4;118.5;61.7;91.8;44.4;50.3;41.1;80;39.8;31.6;54.9;80;103.5;205.7;131;85.6;76.9;28.8;73.5;44.3;178.3;55.7;60.2;28.1
1457656_s_at;RIKEN cDNA C230085N15 gene;C230085N15Rik;chr17:49939356-49939645 (-) // 94.48 // qC;320556;320556;7;-0.27199136;0.6;0.52;0.41;0.3;0.39;0.33;1.11;1839.1;1145.5;888.8;619.6;1885.4;2091.9;2469.8;2802.8;1939.2;747.5;1356.6;448.6;2113.5;1875.1;4234.9;1797.8;3289.2;1272.4;3705.8;2217.2;3299;1865.7;2053.7;623.9
1439449_at;special AT-rich sequence binding protein 1;Satb1;chr17:49967583-49967862 (-) // 99.64 // qC;20230;20230;7;-0.087910389;0.59;0.29;0.19;0.37;0.38;0.33;1;1648.7;1018.7;603.4;396.4;1578.5;1579.7;2283.4;2165.4;1278.7;483.3;882.8;294.8;1781;1599.1;3675.3;1359.2;2294.5;823.1;4394;2604.6;4553;2463.6;1198.2;445.2
1423748_at;pyruvate dehydrogenase kinase| isoenzyme 1;Pdk1;chr2:71767389-71796241 (+) // 96.4 // qC3;228026;228026;7;-0.188793237;0.59;1.84;0.29;0.52;0.69;0.33;0.87;937.2;481.8;417;168.7;822.6;714.2;767.9;877.8;567.7;393.6;686.7;226;311.9;212.7;305.5;205.9;2721.1;1354.5;309.1;181.4;2396.3;1219.4;1698.1;876.4
1424584_a_at;RAN binding protein 10;Ranbp10;chr8:105081545-105141255 (-) // 91.65 // qD3;74334;74334;2;-0.259352568;0.59;0.37;0.36;0.64;0.96;1.01;0.96;865.5;715.1;591.9;594.7;999;958.4;1703.6;1616.1;618.2;594.5;568.3;571.7;1268.2;1233.5;1131.9;691.9;970.7;615.8;1687.1;991.1;1590.2;911.5;837;532.9
1452929_at;restin (Reed-Steinberg cell-expressed intermediate filament-associated protein);Rsn;chr5:121124097-121125587 (-) // 95.5 // qF;56430;56430;7;-0.261581031;0.59;0.37;0.43;0.96;1.07;1.08;0.99;823.6;733.3;625.9;665;888.9;883.4;1105.9;1086.6;508.1;544.1;552.4;594.2;841.5;918.1;817.9;437.3;977.1;634.1;1371.7;803.8;1277.7;802.4;782;752.2
1449079_s_at;ST3 beta-galactoside alpha-2|3-sialyltransferase 6;St3gal6;chr16:58730182-58784370 (-) // 92.9 // qC1.2;---;---;3;-0.32288933;0.59;0.77;0.52;0.43;0.93;1.34;0.64;98;58.8;37.1;49.7;132.8;84.4;208;146.6;56.2;52.4;41.4;55.7;374.3;464.7;109.2;58;120.2;57.9;73.3;43.6;79.3;38.7;101.6;43.6
1447409_at;---;---;chr4:8762682-8763099 (+) // 99.05 // qA1;---;---;2;-0.323653965;0.59;0.58;0.66;0.64;0.73;0.79;1.02;177;143.7;162.9;137.7;183.4;186.4;276;224.4;208.9;153.2;200;157.8;199.4;181.5;210.7;138.2;227.5;135.1;359.3;213.3;302.9;143.9;150.4;96
1421299_a_at;lymphoid enhancer binding factor 1;Lef1;chr3:131696562-131806458 (+) // 47.2 // qG3 /// chr9:;16842;16842;2;-0.338613651;0.59;0.74;0.75;0.7;0.75;1.33;0.98;67.3;55.7;37;34.6;61.9;60.6;105.4;89;27.5;20.6;27.6;36.6;50.3;40.5;86.5;50.6;79.4;31.8;37.1;21.8;36.7;23.9;42.5;29.7
1424097_at;ELOVL family member 7| elongation of long chain fatty acids (yeast);Elovl7;chr13:105026843-105054567 (+) // 92.44 // qD2.1;74559;74559;3;-0.354022167;0.59;0.75;0.56;0.85;0.78;0.95;1.02;62.8;56.4;50.2;48.8;65;66.1;75.2;67.6;47.7;37;43.2;41.1;139.7;146.4;73.5;43.9;68.9;35.4;63.8;37.4;77.7;41.8;29.8;25.3
1438635_x_at;RIKEN cDNA B930041F14 gene;B930041F14Rik;chr4:153582147-153582424 (+) // 89.0 // qE2;230991;230991;7;-0.001016829;0.58;0.38;0.44;0.62;1.14;0.98;0.99;63.2;43.6;51.6;46.6;45.5;45.1;46.7;41.4;41.5;47.2;46;44.9;33.9;22.1;68.7;51;81.2;50.7;108.6;62.9;104.6;55.6;38.9;24.2
1419695_at;ST8 alpha-N-acetyl-neuraminide alpha-2|8-sialyltransferase 1;St8sia1;chr6:142978061-143114408 (-) // 99.67 // qG3;---;---;7;-0.149887109;0.58;0.57;0.51;0.78;1.25;1.43;0.8;107.1;228.8;96.3;209.3;145.8;116.2;132.7;125.7;148.8;185.6;150.9;215.1;72.9;232.9;218.9;113.5;250.7;142.5;260.4;150.5;295;121.3;223.5;173.5
1442855_at;dopey family member 1;Dopey1;chr9:86909989-86932910 (+) // 75.56 // qE3.1;320615;320615;2;-0.317327773;0.58;0.66;0.63;0.52;1.22;1.56;0.84;385.6;342.7;362.7;380.4;393.5;329.9;419.9;373.2;217.7;264.9;180.9;281.8;394.3;488.8;645.3;342.2;664.1;372.2;327.5;191.5;287.4;180.2;322.9;169.1
1424585_at;RAN binding protein 10;Ranbp10;chr8:105081545-105141255 (-) // 91.65 // qD3;74334;74334;2;-0.478792752;0.58;0.64;0.64;0.75;1.01;0.91;0.98;360.2;314.8;251.2;265.1;432.1;425;670.8;669.1;273.5;277.5;278.8;253.7;456.2;435.2;434.4;249.1;358;217.1;429.5;248;435.5;263.6;362;271.9
1415812_at;gelsolin;Gsn;chr2:35242403-35267892 (+) // 96.37 // qB;227753;227753;2;-0.495551542;0.58;1.63;1.06;0.96;0.38;0.53;1.17;90.7;69.8;47.1;26.3;92.7;108.8;107.8;114.4;144.8;54.8;85.6;45.7;54.5;48.8;158.7;49.6;57.4;32;88.9;51.8;80.7;53.5;61.3;59
1456467_s_at;nemo like kinase;Nlk;chr2:87056525-87056828 (-) // 86.52 // qD /// chr11:7;18099;18099;7;-0.132166936;0.57;0.43;0.42;0.65;0.82;1.01;1.18;482.9;577.4;383.9;402.1;468.5;551.1;597.3;653.2;569.7;468.9;505.4;508.2;824.5;1000.7;1029.8;651.8;1354.7;791.5;1315.3;751.4;1199.2;667.1;568.6;370.4
1441926_x_at;transmembrane inner ear;Tmie;chr9:110870199-110870462 (-) // 95.44 // qF3;20776;20776;7;-0.171974231;0.57;0.22;0.05;0.14;0.88;0.99;0.91;46.1;48.8;48.6;47.9;53.2;48.3;68.1;58.3;47.9;42.2;45.3;45;57.5;52.5;268.3;92.6;822.5;161.1;222.8;126.1;968.4;149.6;362.6;49.4
1458218_s_at;phosphodiesterase 7A;Pde7a;chr3:18894889-18895407 (-) // 86.75 // qA2;18583;18583;3;-0.224035247;0.57;0.46;0.8;0.86;1.76;1.41;0.91;373.6;594.7;374.4;559.7;393.9;357.7;523.4;456;464.3;818.3;575.5;811.7;1245.4;1772.5;347.4;517.5;695.8;438.6;1002.6;566.6;716.1;375.6;832.4;719.8
1455737_at;RIKEN cDNA C030002B11 gene;C030002B11Rik;chr10:122724258-122725346 (+) // 88.83 // qD2;78540;78540;7;-0.073522537;0.56;0.4;0.3;0.94;1.45;1.34;1.05;1297.3;1515.5;1120.5;1220.2;1393.7;1467.9;1468.8;1641.4;914.5;1329.8;913.8;1222.9;1461.1;2355.3;1454.8;865.5;2267;1323.5;2266.2;1273.8;3018.2;1946;913.9;854.6
1435970_at;nemo like kinase;Nlk;chr2:87056523-87057453 (-) // 91.51 // qD /// chr11:7;18099;18099;7;-0.298575323;0.56;0.53;0.51;0.69;0.84;1.03;1.14;1109;1348.4;930.3;985.8;1099.4;1257.6;1570.5;1700.5;1237.2;1041.8;1090.8;1119;1668;2039.8;2275.8;1261.7;2626.9;1489.3;2356.2;1311.9;2142;1310.5;1652.4;1135.9
1436212_at;transmembrane protein 71;Tmem71;chr15:66795741-66796366 (-) // 45.91 // qD2;213068;213068;2;-0.305079765;0.56;0.19;0.23;0.86;0.55;1.25;0.88;2824.7;1977.4;1426.7;1048.7;3513.3;3102;4902.8;4612.8;533.1;292;615.5;768.5;3338.5;3546.5;1764.4;1232.3;2611.9;1473.8;2777;1552.8;2687.4;1646.5;2112.2;1815.8
1423298_at;adducin 3 (gamma);Add3;chr19:52499971-52606868 (+) // 96.28 // qD2;27360;27360;2;-0.346576343;0.56;0.41;0.41;0.89;0.97;1.5;0.78;1698.2;1481.1;1357.8;1359.4;2072.4;1622.4;2200;2059.4;682.5;663.2;630.1;942.3;1122.9;1200.5;1668.1;876;1502.8;788.9;1672.9;944;1540.6;988.6;1549.7;1373.6
1417216_at;proviral integration site 2;Pim2;chr2:180980349-180982064 (+) // 80.01 // qH4 /// chrX;18715;18715;3;-0.421828894;0.56;1;1.54;0.86;0.87;0.35;0.85;468.3;136.9;147.2;152.6;269;228.8;312.2;234.2;439.2;381.7;544.7;193.1;903.2;532.5;336.7;138.7;260.4;168.7;441.1;248.6;354;186.3;189.7;163.3
1448546_at;Ras association (RalGDS/AF-6) domain family 3;Rassf3;chr10:121152935-121218887 (-) // 95.59 // qD2;192678;192678;2;0.017619327;0.55;0.26;0.47;1.31;0.95;1.56;1.08;307.1;328.9;304.1;381.1;363.7;393.7;400.2;399.6;98.4;93.9;133.9;209.1;139.8;101.7;283;239.1;253;158.7;380;209.1;286.1;189.9;114.8;150.2
1436491_at;RIKEN cDNA 5830431A10 gene;5830431A10Rik;chr13:23977946-23978307 (-) // 93.66 // qA3.1;76024;76024;7;-0.023208887;0.55;0.49;0.03;1.44;1;1;0.88;23.8;20;20;20;23.3;20.5;24.8;25;20;20;20;20;23.4;33.3;38.4;20.7;516.6;195.9;41.1;22.5;602.8;276.9;128.7;185.7
1447854_s_at;histone 2| H2be;Hist2h2be;chr3:96228952-96229183 (+) // 98.27 // qF2.1;319189;319189;7;-0.194379807;0.55;0.27;0.13;0.88;0.81;1.49;1.04;164.5;192.7;177.4;153.9;222.7;230.8;250.8;319.7;105.7;86;96.2;143.3;282.8;277;399.3;219.6;568.9;223.9;398.1;220.9;762.5;251.5;237.5;208.1
1440760_at;Lymphoid enhancer binding factor 1;Lef1;chr3:131742765-131743172 (+) // 66.59 // qG3;16842;16842;7;-0.231001827;0.55;0.21;0.21;0.34;0.72;1.08;1.02;311.2;262.3;192.6;194.1;231;235.8;427.5;414.7;103.1;74.6;99.3;107;322.2;231.8;666.4;321.3;582.9;250.2;498.3;273;468.3;229;586.5;199.3
1436271_at;cDNA sequence BC085284 /// similar to apolipoprotein L| 3 (predicted);BC085284 /// LOC666348;chr15:78045406-78046515 (+) // 78.3 // qE1 /// chr15:;278677;278677;3;-0.256199322;0.55;0.42;0.14;0.32;2.27;1.55;1.01;29.1;29.1;26.1;28.2;32.2;32.6;33;30;48.1;109;29;45.1;148.7;370.9;64.6;33.7;212.6;78.8;115.2;62.9;204.3;65.6;202.1;65.6
1450853_at;transducin-like enhancer of split 4| homolog of Drosophila E(spl);Tle4;chr19:13725047-13726709 (-) // 98.27 // qA;21888;21888;2;-0.334587796;0.55;0.3;0.4;0.76;1.09;1.02;0.79;703.1;417.3;451.5;405.1;908.9;721.6;870;795.1;324.3;352;406.7;413.5;985;1077.8;714.2;387.8;970;585.9;1098.8;608.9;1021;562.6;552.2;421.1
1417874_at;TMEM9 domain family| member B;Tmem9b;chr7:97006195-97022623 (-) // 97.47 // qE3;56786;56786;3;-0.551118356;0.55;1.11;1.07;1.1;1.17;1.06;0.95;523.8;498.3;449.1;466.6;560.3;534.6;666.2;585.6;544.7;635;496.3;528.2;555.1;1068.5;440.2;257.7;510.3;259.6;490.6;268.6;463.6;275.2;434.4;478.9
1429264_at;RIKEN cDNA C030044B11 gene;C030044B11Rik;chr13:48464572-48467131 (+) // 86.96 // qA5;68128;68128;7;-0.089711443;0.54;0.31;0.26;0.5;0.71;1.64;1.02;504.5;657.3;530.9;539.9;584.2;597.2;789.8;864.8;443.7;314.6;330.9;543.6;642.9;849.1;1236.6;722.9;1197.3;712.9;1426.2;770.5;1273.6;734.9;674.1;337
1435554_at;transmembrane and coiled coil domains 3;Tmcc3;chr10:94363648-94364585 (+) // 96.7 // qC2;---;---;2;-0.120975613;0.54;0.42;1.2;2.23;2.01;0.95;0.89;482.6;500.5;422.4;364.3;570.8;507.7;454.4;479.5;129.5;260.8;283.5;269.8;164.7;287.7;336.1;154.7;172;90.6;307.7;166.5;236.8;144.2;19.5;43.4
1437356_at;Epstein-Barr virus induced gene 2;Ebi2;chr14:114289228-114290426 (-) // 97.58 // qE5;---;---;7;-0.333635509;0.54;0.56;0.24;1.27;2.38;1.82;1.32;199.1;96.1;103.7;54.7;230.3;304.4;339.8;389.4;154.1;366.5;96;175.2;163.6;164.4;132.8;278.3;720.1;394.1;275.4;150;404.9;221.3;516.3;656.9
1440842_at;RIKEN cDNA C230085N15 gene;C230085N15Rik;chr17:49942006-49942851 (-) // 99.76 // qC;320556;320556;2;-0.457940971;0.54;1.29;1.01;0.44;0.41;0.26;1.2;893.9;466.9;462.9;269.5;870;1044.8;1237.2;1229.8;980.5;398.4;710.6;186.9;709.3;588.7;1596.4;442.5;764.3;218;762.8;413.4;702.3;438.5;345.4;152.9
1426505_at;ecotropic viral integration site 2b;Evi2b;chr11:79126963-79143115 (-) // 86.14 // qB5;216984;216984;3;-0.697724037;0.54;1.6;1.11;1.17;0.88;0.74;0.75;1039.2;583.9;550;525;1324.5;994.6;1415.4;1212;967.1;847.3;710.8;523.4;1298;1498.6;743.1;295.2;893.3;531.2;603.6;323.9;642.1;342;973.9;1139.7
1434980_at;phosphoinositide-3-kinase| regulatory subunit 5| p101;Pik3r5;chr11:68109383-68110404 (+) // 88.35 // qB3;---;---;7;-0.107490306;0.53;0.3;0.36;0.97;1;0.75;0.93;201.8;140.2;143.4;98.3;249;232.1;247.8;202.3;134.5;134.7;137.9;103.4;273.7;222.9;203.6;137.9;203.2;126.3;452.8;240.9;387.3;252.7;124.5;121
1447314_at;Transforming growth factor| beta receptor III;Tgfbr3;chr5:104638147-104638597 (-) // 73.41 // qE5;---;---;7;-0.164423767;0.53;0.25;0.25;0.54;1.44;1.07;0.99;221;175.7;121.2;130.6;218;215.1;271.1;220.6;141.4;202.9;144.6;154;103.4;135.2;215.9;157.7;288.3;120.6;569.9;304.5;579.1;184.6;229.7;124.6
1454734_at;---;---;chr3:131806042-131807134 (+) // 81.37 // qG3;16842;16842;7;-0.247181793;0.53;0.28;0.32;0.52;0.63;1.18;0.94;677.1;666.9;460.8;426.8;728.3;687;931.8;921.2;288.6;182.3;282.1;332.3;649.5;515.3;924.9;625.5;779.6;309.2;1029.4;548;881.1;534.3;840.9;439.4
1440312_at;ELOVL family member 7| elongation of long chain fatty acids (yeast);Elovl7;chr13:105055339-105056002 (+) // 62.39 // qD2.1;74559;74559;3;-0.351671484;0.53;0.48;0.51;1;0.85;1.21;0.9;96.1;53.4;70.2;52.8;95.9;86.1;127.4;113.8;44.8;38.3;50.5;60.9;201.6;257.4;100.4;44.4;78.2;42.7;94.1;50.2;99.7;50.4;40.1;40.3
1435133_at;UDP-glucose ceramide glucosyltransferase;Ugcg;chr4:58489108-58490937 (+) // 91.53 // qB3;22234;22234;3;-0.615704252;0.53;1.65;1.29;1.34;0.83;0.6;1.12;740.8;494.3;584.7;590.4;750.9;840.2;832.9;865.4;744.5;619.7;602.5;358.6;1238.2;1195;548.3;222.9;735.8;278.9;450.6;241;466.1;281.4;911.9;1222.6
1439036_a_at;ATPase| Na+/K+ transporting| beta 1 polypeptide;Atp1b1;chr1:164453917-164455051 (-) // 72.19 // qH2.2;11931;11931;7;0.162888936;0.52;0.03;0.03;0.06;2.1;17.69;1.41;142.9;834;184;517;112.4;157.9;265.6;330.4;20;42.1;20;353.8;118;943.7;624.7;258.5;430.1;121.8;750.8;390;770.9;336.9;222.6;13.6
1418257_at;solute carrier family 12| member 7;Slc12a7;chr13:70211980-70265146 (+) // 99.19 // qC1;20499;20499;7;-0.012374323;0.52;0.1;0.07;0.33;1.09;1.83;0.86;324;384.8;179.7;310.2;360.3;308.5;503.8;436.6;138.3;150.7;124.9;228.4;522.9;758.9;765.8;350.5;985.4;554.2;1417.8;734.6;1880.7;982;1109.1;362.3
1428909_at;RIKEN cDNA A130040M12 gene;A130040M12Rik;---;---;---;7;-0.083606614;0.52;0.19;0.18;1.02;0.86;0.83;1.26;1516.2;1581.1;1977.7;1169.2;1850.6;2327.5;2407.2;2799.8;1450.2;1242.4;1238.4;1025.4;2332.2;2487.4;2029.2;1020.2;4031.8;862.1;7620.9;3929.7;6945.8;2645.2;2004.8;2049.6
1440157_at;Sex comb on midleg-like 4 (Drosophila);Scml4;chr10:42770035-42770369 (+) // 99.4 // qB2;---;---;7;-0.247014332;0.52;0.3;0.25;0.33;0.78;1.14;0.84;125.4;71.4;71;59.9;130.3;109.5;264.2;243;51.9;40.5;37.8;43.2;294.1;290.9;648.5;265.4;556.2;236.6;174.4;90.8;152.7;88.9;95.5;31.4
1439484_at;RIKEN cDNA 4930431H11 gene;4930431H11Rik;chr3:18891965-18893108 (-) // 87.86 // qA2;73785;73785;3;-0.261820843;0.52;0.58;1.14;0.79;1.6;1.5;0.79;342.4;431.3;331.1;447.4;337.9;267.7;500.6;465.2;339.4;541.8;416.2;623.2;1160.6;1471.9;368.4;369.1;457.9;247.2;586.1;306.9;366;184.1;402.6;319.5
1441552_at;RIKEN cDNA A430107P09 gene;A430107P09Rik;chr14:46143941-46144602 (+) // 97.74 // qC1;---;---;7;-0.312384878;0.52;0.23;0.54;0.41;0.99;0.98;0.96;292.5;209.8;156.6;100.8;341.3;326.4;417.4;345.6;164.5;163.4;259.2;253.9;230.4;232.3;1070.8;192.5;411.8;264.9;702.3;363.6;481.2;211.9;705.9;287.8
1438475_at;cDNA sequence AB124611;AB124611;chr9:21482206-21482763 (+) // 75.58 // qA3;382062;382062;2;-0.33299666;0.52;0.33;0.38;0.97;1.16;0.86;0.86;179.9;156.6;106.3;98.5;198.9;170.4;286.8;251.4;86.1;99.6;75.1;64.5;343.4;395.2;222.3;136.5;200.7;130.1;263.9;137.2;195.1;129.7;140.6;136.8
1443115_at;Transforming growth factor| beta receptor II;Tgfbr2;chr9:116131828-116132508 (-) // 99.71 // qF3;---;---;7;-0.361418169;0.52;0.5;0.56;0.53;1.16;0.91;0.91;58.2;58.2;38;59.6;62.7;56.9;93.6;75.2;47.8;55.4;44.6;40.6;94.6;163.9;172.5;82.8;182.6;67.3;95.8;49.5;79.7;42.9;95.7;50.5
1426397_at;transforming growth factor| beta receptor II;Tgfbr2;chr9:116045761-116047878 (-) // 86.92 // qF3;21813;21813;7;-0.36246071;0.52;0.53;0.49;0.38;0.81;1.33;0.83;1785.7;1748;962.7;1666.1;2111.3;1750.4;2559;2397.8;1472.8;1193.2;1021.7;1355.8;1742;2576.9;2851.5;1517.7;2556.6;1691.4;2759.1;1428.7;2103.2;1374;2486.9;936.7
1444088_at;---;---;chr6:41132011-41133014 (-) // 49.21 // qB1;---;---;2;-0.384952366;0.51;0.4;0.4;0.67;0.78;1;1.18;1986.1;1942.1;2734.2;2208.5;2414.3;2837.9;2924.3;3386;1559.6;1224.2;1645;1642;2904.2;2820.2;3116.1;1538.1;3934.1;636.3;3903;1975.3;4091.7;1787.2;3335.3;2235.6
1438511_a_at;RIKEN cDNA 1190002H23 gene;1190002H23Rik;chr14:71061941-71062205 (-) // 99.25 // qD3;66214;66214;7;0.051770029;0.5;0.26;0.31;0.12;0.61;1.23;0.87;915.4;1653.2;814.9;1396.4;597.7;519.7;611.2;584.1;689.3;422.7;697.1;857.6;300.2;273.1;2334.5;1516.8;1266.5;377.5;2678.3;1327;2270.6;617.1;1105.3;133
1438125_at;RIKEN cDNA C230085N15 gene;C230085N15Rik;chr17:49939354-49940317 (-) // 98.05 // qC;320556;320556;7;-0.300418987;0.5;0.68;0.29;0.33;0.44;0.4;1.26;372.1;220.6;192;150.7;350;440.6;539.9;558;370.9;164.4;264.9;104.7;352.9;326.8;827.4;298.7;1018.5;388.1;542.7;269.4;908.4;571.7;1522.8;495.4
1434674_at;lysosomal trafficking regulator;Lyst;chr13:13129576-13130782 (+) // 99.01 // qA1;---;---;2;-0.43589263;0.5;1.06;0.57;1.11;0.39;0.31;0.88;523.2;147.4;294.9;142.6;652.6;576.8;566;598.2;683.5;266.6;531.6;165.7;1393.2;763.1;412.7;213.1;530.2;259.4;642.7;320.1;929.5;396;278.6;309.2
1424029_at;TSPY-like 4;Tspyl4;chr10:34127810-34131706 (+) // 97.94 // qB1;72480;72480;2;-0.503775503;0.5;0.6;0.79;1.44;0.96;0.89;1.07;679.3;524.7;761.5;567.4;815.7;874.6;825.4;771.6;590.4;568.5;599.8;535.1;680.7;769.4;830.9;458.1;771;409;991.7;495.4;759.3;371;299.1;429.6
1424463_at;RIKEN cDNA 2210010L05 gene;2210010L05Rik;chr1:53030344-53031927 (-) // 98.08 // qC1.1;98682;98682;2;-0.658829909;0.5;1.02;0.66;0.84;0.96;0.63;0.84;1153.5;472.6;747.6;567;1115.7;937.3;1249.8;915.4;1326.8;1274.4;1159;725.7;1551.2;1406.2;1045.7;576.1;1816.4;847.6;1303;652.4;1761.2;779;1173.6;991.2
1428071_at;RIKEN cDNA 1110038D17 gene;1110038D17Rik;chr10:75377080-75388148 (-) // 97.02 // qC1;68778;68778;2;-0.219827748;0.49;0.3;0.3;0.79;1.16;1.26;0.92;447.6;611.2;331.7;431.7;566.5;519.5;622.4;626.7;227.8;265;236.1;298;345.8;362;509.5;275.4;617.6;279.9;765.2;376.3;790.3;396;535.7;420.5
1448568_a_at;solute carrier family 20| member 1;Slc20a1;chr2:128947822-128960638 (+) // 94.69 // qF1;20515;20515;2;-0.690564519;0.49;0.63;0.71;0.72;1.37;0.73;0.93;2479.7;1635.5;1783.9;1556.1;2470.1;2306.3;2374.4;2206.8;2001.3;2739.2;2232.5;1631.2;2719.1;2634.9;3168.4;1443.3;3097.1;1588.3;3180.5;1573.2;3153.1;1563.2;2259.9;1631
1427417_at;sex comb on midleg-like 4 (Drosophila);Scml4;chr10:42846923-42865812 (+) // 97.53 // qB2;268297;268297;7;-0.207209037;0.48;0.26;0.17;0.37;0.69;1.09;0.9;111.4;77.3;69.1;68.7;135.4;122.3;192.6;178.8;81.1;55.9;59.7;64.8;151.7;167;279.1;87.9;276.1;131.6;313.5;150.2;343.5;178.1;180.6;67
1419194_s_at;glia maturation factor| gamma;Gmfg;chr7:17404903-17414374 (+) // 95.0 // qA3 /// chr6:45;63986;63986;7;-0.259085208;0.48;0.45;0.24;1.52;0.59;0.6;0.9;499.5;214.1;352.9;165.5;507.7;455;646.8;652.2;405.9;240.3;209.1;124.7;713.5;455.6;560.4;400.4;672.1;324.3;909.5;438.2;866.5;464.6;244.6;372.1
1418216_at;gamma-glutamyltransferase-like activity 1;Ggtla1;chr10:75460156-75485965 (+) // 93.84 // qC1;23887;23887;7;-0.373193366;0.48;0.5;0.55;0.6;1.15;0.91;0.88;47.7;44.2;46.5;39.8;49.1;43.1;52.8;51.2;46.6;53.7;48.4;44.1;50.7;45.1;90.4;43.4;90;38.5;92.3;44.6;88.1;43.8;53.1;31.7
1444275_at;Uronyl-2-sulfotransferase;Ust;chr10:7882535-7883584 (-) // 65.72 // qA1;338362;338362;2;-0.136448485;0.47;0.13;0.26;0.73;1;1.03;0.5;90.4;36.5;22.9;37.7;73;36.2;136.6;57;20;20;20;20.7;53.4;51.8;20;23.5;33.8;21.2;149.4;70.4;75.9;20;16.2;11.8
1457163_at;RIKEN cDNA D730035F11 gene;D730035F11Rik;chr9:116120379-116121077 (-) // 81.83 // qF3;320010;320010;7;-0.28267297;0.47;0.49;0.37;0.23;0.84;1.89;0.75;465.8;470.4;279.3;423;485.6;363.3;939.6;750;343.1;287.9;214.6;406.6;821.6;1139;1942.5;1042.5;1560.4;976.7;699.7;329.5;577.1;326.4;1504.9;346.4
1448110_at;sema domain| immunoglobulin domain (Ig)| transmembrane domain (TM) and short cytoplasmic domain| (semaphorin) 4A;Sema4a;chr3:88925749-88945530 (-) // 97.99 // qF1;20351;20351;2;-0.519125131;0.47;0.85;0.67;0.94;1.05;0.5;0.77;304.4;222.9;161;117.3;352.9;270.2;272.5;209.2;144.3;151;126.6;62.8;258.4;139.2;220.6;84.1;166.5;72.2;169.8;80.5;189.4;87;141.7;133.3
