Probe Set ID	Gene Title	Gene Symbol	Probe Position	NCBI	NCBI	Cluster	Correlation to FoxP3	TregSig	IL2ActnoFox	IL2Act	Act	TGFnoFox	TGF	FOXP3rv	ActCD4	ActCD4TGF	ActTreg	ActTregTGF	CTRLrv	FOXP3rv	Ctrlrv	Foxp3rv	sfActCD4	sfActCD4TGF	wtActCD4	wtActCD4TGF	ActCD8	ActCD8TGF	TconvThy	TregThy	TconvLN	TregLN	TconvSpN	TregSpN	TconvSpB	TregSpB	CD4AND	ActCD4AND		TregSig	Fold change of (TregLN, TregSpN, TregSpB)/(TconvLN, TconvSpN, TconvSpB)
1442332_at	Transforming growth factor, beta receptor III	Tgfbr3	chr5:104616393-104616834 (-) // 93.42 // qE5	---	---	7	-0.28	0.4	0.2	0.3	0.4	1.3	0.8	0.9	453	335	171	161	430	388	585	486	304	402	249	201	225	340	531	332	720	179	1316	504	894	237	362	141			
1449757_x_at	deoxynucleotidyltransferase, terminal	Dntt	chr19:40395589-40395919 (+) // 93.37 // qC3	21673	21673	7	-0.04	0.4	0.3	0.2	1.0	0.8	0.9	1.9	270	153	114	94	264	488	327	654	83	69	93	80	257	136	1519	2367	320	100	294	112	541	155	56	55			
1454762_at	X Kell blood group precursor related X linked	Xkrx	chrX:124156184-124156769 (-) // 59.35 // qE3	---	---	7	-0.12	0.4	0.1	0.1	0.2	1.1	1.1	1.1	44	52	43	51	43	48	51	55	41	44	40	43	42	46	275	104	158	64	293	110	375	109	186	45			
1418003_at	RIKEN cDNA 1190002H23 gene	1190002H23Rik	chr14:71061944-71075262 (-) // 94.01 // qD3	66214	66214	7	0.02	0.4	0.3	0.6	0.2	0.8	1.1	1.1	139	273	118	189	106	120	91	87	100	75	112	121	50	49	302	160	139	63	371	146	182	88	195	33			
1422272_at	per-hexamer repeat gene 4	Phxr4	chr9:13256411-13257789 (+) // 68.85 // qA1	18689	18689	7	-0.44	0.4	0.3	0.2	0.3	1.0	0.7	1.0	897	336	285	204	811	820	1592	1465	307	307	327	219	1038	990	1573	499	1610	730	895	361	1398	560	1292	430			
1433471_at	transcription factor 7, T-cell specific	Tcf7	chr11:51892021-51893058 (-) // 86.82 // qB1.3	21414	21414	7	-0.31	0.4	0.0	0.1	0.8	1.3	0.5	0.7	1209	360	458	348	1685	1248	2913	2041	103	131	375	202	2031	2130	3923	1986	2183	711	3688	1463	3365	1424	2478	1854			
1447546_s_at	Mastermind like 2 (Drosophila)	Maml2	chr9:13506860-13507188 (+) // 97.56 // qA1	---	---	7	-0.35	0.4	0.2	0.2	0.4	1.0	0.5	1.0	272	73	67	30	229	227	346	399	87	88	101	47	281	271	339	116	469	174	465	188	595	162	171	64			
1453119_at	OTU domain containing 1	Otud1	chr2:19714399-19716347 (+) // 99.49 // qA3	71198	71198	7	-0.08	0.4	0.1	0.2	0.7	1.0	1.1	0.7	42	25	29	29	53	40	57	59	22	21	21	22	47	41	141	43	114	63	168	70	130	72	34	25			
1436398_at	Lymphoid enhancer binding factor 1	Lef1	chr3:131705869-131707319 (+) // 88.83 // qG3	16842	16842	7	-0.25	0.4	0.1	0.1	0.2	0.6	1.2	1.0	786	766	494	500	799	768	1212	1256	220	126	239	296	958	711	1915	766	1500	543	1905	808	1650	789	2773	674			
1455425_at	expressed sequence BB001228	BB001228	chr10:62570681-62571677 (-) // 99.9 // qB4	103503	103503	7	-0.24	0.4	0.4	0.6	0.3	0.5	0.4	0.8	156	59	33	44	127	104	123	130	47	23	61	24	58	35	542	197	178	89	108	45	108	46	81	22			
1455805_x_at	coiled-coil domain containing 22	Ccdc22	---	54638	54638	7	-0.42	0.4	0.6	0.5	0.3	0.8	0.3	1.4	46	21	81	36	60	82	48	66	81	65	73	24	71	40	145	51	104	55	129	55	146	60	149	44			
1438933_x_at	RAS, guanyl releasing protein 2	Rasgrp2	chr19:6191153-6191837 (+) // 85.25 // qA	19395 /// 381240	19395 /// 381240	7	-0.12	0.4	0.2	0.2	2.8	1.6	1.6	0.8	182	206	166	177	244	184	268	186	114	187	111	176	259	288	428	269	307	116	629	272	610	328	161	447			
1443932_at	kelch domain containing 1	Klhdc1	chr12:64548662-64550165 (+) // 89.44 // qC2	271005	271005	7	-0.15	0.4	0.1	0.2	0.6	0.8	1.7	0.9	1140	792	606	618	1065	958	1424	1402	339	271	264	449	974	984	1361	737	1497	637	2701	1152	1610	833	639	389			
1448931_at	coagulation factor II (thrombin) receptor-like 1	F2rl1	chr13:92242286-92255809 (-) // 94.03 // qD1	14063	14063	7	-0.02	0.4	0.1	0.1	0.9	1.5	1.6	0.9	341	351	154	209	320	295	428	417	123	183	126	196	425	712	177	164	717	438	1635	728	1212	449	233	209			
1438932_at	RAS, guanyl releasing protein 2	Rasgrp2	chr19:6191153-6191837 (+) // 85.25 // qA	---	---	7	-0.07	0.5	0.3	0.2	1.7	1.3	1.5	0.7	223	258	197	223	268	185	297	237	174	227	140	210	287	340	465	314	347	146	685	307	642	366	187	320			
1455664_at	reticulon 4 receptor-like 1	Rtn4rl1	chr11:74879460-74880324 (+) // 96.42 // qB5	---	---	7	-0.06	0.5	0.1	0.2	1.0	1.0	1.0	0.8	75	56	39	50	77	64	95	76	34	34	42	41	79	61	132	76	147	70	245	112	224	102	46	44			
1457163_at	RIKEN cDNA D730035F11 gene	D730035F11Rik	chr9:116120379-116121077 (-) // 81.83 // qF3	320010	320010	7	-0.28	0.5	0.5	0.4	0.2	0.8	1.9	0.8	466	470	279	423	486	363	940	750	343	288	215	407	822	1139	1943	1043	1560	977	700	330	577	326	1505	346			
1418216_at	gamma-glutamyltransferase-like activity 1	Ggtla1	chr10:75460156-75485965 (+) // 93.84 // qC1	23887	23887	7	-0.37	0.5	0.5	0.6	0.6	1.2	0.9	0.9	48	44	47	40	49	43	53	51	47	54	48	44	51	45	90	43	90	39	92	45	88	44	53	32			
1419194_s_at	glia maturation factor, gamma	Gmfg	chr7:17404903-17414374 (+) // 95.0 // qA3 /// chr6:45	63986	63986	7	-0.26	0.5	0.5	0.2	1.5	0.6	0.6	0.9	500	214	353	166	508	455	647	652	406	240	209	125	714	456	560	400	672	324	910	438	867	465	245	372			
1427417_at	sex comb on midleg-like 4 (Drosophila)	Scml4	chr10:42846923-42865812 (+) // 97.53 // qB2	268297	268297	7	-0.21	0.5	0.3	0.2	0.4	0.7	1.1	0.9	111	77	69	69	135	122	193	179	81	56	60	65	152	167	279	88	276	132	314	150	344	178	181	67			
1438125_at	RIKEN cDNA C230085N15 gene	C230085N15Rik	chr17:49939354-49940317 (-) // 98.05 // qC	320556	320556	7	-0.30	0.5	0.7	0.3	0.3	0.4	0.4	1.3	372	221	192	151	350	441	540	558	371	164	265	105	353	327	827	299	1019	388	543	269	908	572	1523	495			
1438511_a_at	RIKEN cDNA 1190002H23 gene	1190002H23Rik	chr14:71061941-71062205 (-) // 99.25 // qD3	66214	66214	7	0.05	0.5	0.3	0.3	0.1	0.6	1.2	0.9	915	1653	815	1396	598	520	611	584	689	423	697	858	300	273	2335	1517	1267	378	2678	1327	2271	617	1105	133			
1418257_at	solute carrier family 12, member 7	Slc12a7	chr13:70211980-70265146 (+) // 99.19 // qC1	20499	20499	7	-0.01	0.5	0.1	0.1	0.3	1.1	1.8	0.9	324	385	180	310	360	309	504	437	138	151	125	228	523	759	766	351	985	554	1418	735	1881	982	1109	362			
1426397_at	transforming growth factor, beta receptor II	Tgfbr2	chr9:116045761-116047878 (-) // 86.92 // qF3	21813	21813	7	-0.36	0.5	0.5	0.5	0.4	0.8	1.3	0.8	1786	1748	963	1666	2111	1750	2559	2398	1473	1193	1022	1356	1742	2577	2852	1518	2557	1691	2759	1429	2103	1374	2487	937			
1428909_at	RIKEN cDNA A130040M12 gene	A130040M12Rik	---	---	---	7	-0.08	0.5	0.2	0.2	1.0	0.9	0.8	1.3	1516	1581	1978	1169	1851	2328	2407	2800	1450	1242	1238	1025	2332	2487	2029	1020	4032	862	7621	3930	6946	2645	2005	2050			
1439036_a_at	ATPase, Na+/K+ transporting, beta 1 polypeptide	Atp1b1	chr1:164453917-164455051 (-) // 72.19 // qH2.2	11931	11931	7	0.16	0.5	0.0	0.0	0.1	2.1	17.7	1.4	143	834	184	517	112	158	266	330	20	42	20	354	118	944	625	259	430	122	751	390	771	337	223	14			
1440157_at	Sex comb on midleg-like 4 (Drosophila)	Scml4	chr10:42770035-42770369 (+) // 99.4 // qB2	---	---	7	-0.25	0.5	0.3	0.3	0.3	0.8	1.1	0.8	125	71	71	60	130	110	264	243	52	41	38	43	294	291	649	265	556	237	174	91	153	89	96	31			
1441552_at	RIKEN cDNA A430107P09 gene	A430107P09Rik	chr14:46143941-46144602 (+) // 97.74 // qC1	---	---	7	-0.31	0.5	0.2	0.5	0.4	1.0	1.0	1.0	293	210	157	101	341	326	417	346	165	163	259	254	230	232	1071	193	412	265	702	364	481	212	706	288			
1443115_at	Transforming growth factor, beta receptor II	Tgfbr2	chr9:116131828-116132508 (-) // 99.71 // qF3	---	---	7	-0.36	0.5	0.5	0.6	0.5	1.2	0.9	0.9	58	58	38	60	63	57	94	75	48	55	45	41	95	164	173	83	183	67	96	50	80	43	96	51			
1434980_at	phosphoinositide-3-kinase, regulatory subunit 5, p101	Pik3r5	chr11:68109383-68110404 (+) // 88.35 // qB3	---	---	7	-0.11	0.5	0.3	0.4	1.0	1.0	0.8	0.9	202	140	143	98	249	232	248	202	135	135	138	103	274	223	204	138	203	126	453	241	387	253	125	121			
1447314_at	Transforming growth factor, beta receptor III	Tgfbr3	chr5:104638147-104638597 (-) // 73.41 // qE5	---	---	7	-0.16	0.5	0.3	0.3	0.5	1.4	1.1	1.0	221	176	121	131	218	215	271	221	141	203	145	154	103	135	216	158	288	121	570	305	579	185	230	125			
1454734_at	---	---	chr3:131806042-131807134 (+) // 81.37 // qG3	16842	16842	7	-0.25	0.5	0.3	0.3	0.5	0.6	1.2	0.9	677	667	461	427	728	687	932	921	289	182	282	332	650	515	925	626	780	309	1029	548	881	534	841	439			
1429264_at	RIKEN cDNA C030044B11 gene	C030044B11Rik	chr13:48464572-48467131 (+) // 86.96 // qA5	68128	68128	7	-0.09	0.5	0.3	0.3	0.5	0.7	1.6	1.0	505	657	531	540	584	597	790	865	444	315	331	544	643	849	1237	723	1197	713	1426	771	1274	735	674	337			
1437356_at	Epstein-Barr virus induced gene 2	Ebi2	chr14:114289228-114290426 (-) // 97.58 // qE5	---	---	7	-0.33	0.5	0.6	0.2	1.3	2.4	1.8	1.3	199	96	104	55	230	304	340	389	154	367	96	175	164	164	133	278	720	394	275	150	405	221	516	657			
1436491_at	RIKEN cDNA 5830431A10 gene	5830431A10Rik	chr13:23977946-23978307 (-) // 93.66 // qA3.1	76024	76024	7	-0.02	0.6	0.5	0.0	1.4	1.0	1.0	0.9	24	20	20	20	23	21	25	25	20	20	20	20	23	33	38	21	517	196	41	23	603	277	129	186			
1440760_at	Lymphoid enhancer binding factor 1	Lef1	chr3:131742765-131743172 (+) // 66.59 // qG3	16842	16842	7	-0.23	0.6	0.2	0.2	0.3	0.7	1.1	1.0	311	262	193	194	231	236	428	415	103	75	99	107	322	232	666	321	583	250	498	273	468	229	587	199			
1447854_s_at	histone 2, H2be	Hist2h2be	chr3:96228952-96229183 (+) // 98.27 // qF2.1	319189	319189	7	-0.19	0.6	0.3	0.1	0.9	0.8	1.5	1.0	165	193	177	154	223	231	251	320	106	86	96	143	283	277	399	220	569	224	398	221	763	252	238	208			
1435970_at	nemo like kinase	Nlk	chr2:87056523-87057453 (-) // 91.51 // qD /// chr11:7	18099	18099	7	-0.30	0.6	0.5	0.5	0.7	0.8	1.0	1.1	1109	1348	930	986	1099	1258	1571	1701	1237	1042	1091	1119	1668	2040	2276	1262	2627	1489	2356	1312	2142	1311	1652	1136			
1455737_at	RIKEN cDNA C030002B11 gene	C030002B11Rik	chr10:122724258-122725346 (+) // 88.83 // qD2	78540	78540	7	-0.07	0.6	0.4	0.3	0.9	1.5	1.3	1.1	1297	1516	1121	1220	1394	1468	1469	1641	915	1330	914	1223	1461	2355	1455	866	2267	1324	2266	1274	3018	1946	914	855			
1441926_x_at	transmembrane inner ear	Tmie	chr9:110870199-110870462 (-) // 95.44 // qF3	20776	20776	7	-0.17	0.6	0.2	0.1	0.1	0.9	1.0	0.9	46	49	49	48	53	48	68	58	48	42	45	45	58	53	268	93	823	161	223	126	968	150	363	49			
1456467_s_at	nemo like kinase	Nlk	chr2:87056525-87056828 (-) // 86.52 // qD /// chr11:7	18099	18099	7	-0.13	0.6	0.4	0.4	0.7	0.8	1.0	1.2	483	577	384	402	469	551	597	653	570	469	505	508	825	1001	1030	652	1355	792	1315	751	1199	667	569	370			
1419695_at	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1	St8sia1	chr6:142978061-143114408 (-) // 99.67 // qG3	---	---	7	-0.15	0.6	0.6	0.5	0.8	1.3	1.4	0.8	107	229	96	209	146	116	133	126	149	186	151	215	73	233	219	114	251	143	260	151	295	121	224	174			
1438635_x_at	RIKEN cDNA B930041F14 gene	B930041F14Rik	chr4:153582147-153582424 (+) // 89.0 // qE2	230991	230991	7	0.00	0.6	0.4	0.4	0.6	1.1	1.0	1.0	63	44	52	47	46	45	47	41	42	47	46	45	34	22	69	51	81	51	109	63	105	56	39	24			
1423748_at	pyruvate dehydrogenase kinase, isoenzyme 1	Pdk1	chr2:71767389-71796241 (+) // 96.4 // qC3	228026	228026	7	-0.19	0.6	1.8	0.3	0.5	0.7	0.3	0.9	937	482	417	169	823	714	768	878	568	394	687	226	312	213	306	206	2721	1355	309	181	2396	1219	1698	876			
1439449_at	special AT-rich sequence binding protein 1	Satb1	chr17:49967583-49967862 (-) // 99.64 // qC	20230	20230	7	-0.09	0.6	0.3	0.2	0.4	0.4	0.3	1.0	1649	1019	603	396	1579	1580	2283	2165	1279	483	883	295	1781	1599	3675	1359	2295	823	4394	2605	4553	2464	1198	445			
1452929_at	restin (Reed-Steinberg cell-expressed intermediate filament-associated protein)	Rsn	chr5:121124097-121125587 (-) // 95.5 // qF	56430	56430	7	-0.26	0.6	0.4	0.4	1.0	1.1	1.1	1.0	824	733	626	665	889	883	1106	1087	508	544	552	594	842	918	818	437	977	634	1372	804	1278	802	782	752			
1444089_at	spectrin beta 2	Spnb2	chr11:30002408-30003376 (-) // 90.7 // qA3.3	20742	20742	7	-0.02	0.6	0.4	0.6	1.4	0.6	0.6	0.8	242	188	191	169	248	209	213	222	229	127	258	148	185	137	291	166	289	170	627	376	472	264	150	202			
1457656_s_at	RIKEN cDNA C230085N15 gene	C230085N15Rik	chr17:49939356-49939645 (-) // 94.48 // qC	320556	320556	7	-0.27	0.6	0.5	0.4	0.3	0.4	0.3	1.1	1839	1146	889	620	1885	2092	2470	2803	1939	748	1357	449	2114	1875	4235	1798	3289	1272	3706	2217	3299	1866	2054	624			
1422478_a_at	acyl-CoA synthetase short-chain family member 2	Acss2	chr2:155581400-155626095 (+) // 97.61 // qH1	60525	60525	7	0.02	0.6	0.2	0.1	0.5	0.6	1.3	0.7	221	201	84	113	241	160	236	197	105	67	93	122	294	579	246	134	548	332	429	268	968	607	343	154			
1428637_at	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 2	Dyrk2	chr10:118547070-118548517 (-) // 93.19 // qD2	69181	69181	7	-0.24	0.6	0.3	0.4	0.5	1.1	0.9	0.9	1449	1016	1015	914	1418	1297	1867	2185	644	674	769	691	1574	1667	2322	1093	2214	1264	1997	1237	2047	1308	1443	669			
1435086_s_at	kelch domain containing 2	Klhdc2	chr12:64575778-64576223 (+) // 52.94 // qC2	69554	69554	7	-0.08	0.6	0.2	0.4	0.7	0.9	0.9	1.1	3073	1752	1339	1136	1872	2004	2481	2641	1006	933	1151	1082	1568	1013	2623	1786	2464	1407	4818	2996	3224	1506	1900	1310			
1453788_at	---	---	chr3:131693410-131694799 (-) // 97.69 // qG3	---	---	7	-0.28	0.6	0.4	0.5	0.6	1.1	1.1	1.0	36	35	27	30	35	35	39	37	29	32	32	36	44	44	91	48	57	29	65	41	71	41	115	68			
1416708_a_at	GRAM domain containing 1A	Gramd1a	chr7:20105607-20127352 (-) // 96.98 // qA3	52857	52857	7	-0.13	0.6	0.2	0.1	0.3	1.2	1.3	1.0	201	210	125	158	259	250	298	313	167	200	131	168	429	667	584	303	925	469	758	476	1035	488	1004	247			
1423747_a_at	pyruvate dehydrogenase kinase, isoenzyme 1	Pdk1	chr2:71767389-71796241 (+) // 96.4 // qC3	228026	228026	7	-0.08	0.6	1.2	0.2	0.4	0.6	0.4	0.8	1082	582	676	159	1078	859	1037	1075	801	459	834	295	543	312	509	335	3790	2164	693	434	3730	1999	1446	634			
1419112_at	nemo like kinase	Nlk	chr11:78180558-78309979 (-) // 89.59 // qB5	18099	18099	7	-0.42	0.7	0.9	0.6	0.5	0.8	1.3	1.2	401	558	357	480	480	550	670	723	423	352	299	401	583	742	1014	633	778	492	461	300	477	311	904	435			
1438712_at	DENN/MADD domain containing 2D	Dennd2d	chr3:106880655-106882714 (+) // 87.78 // qF2.3	72121	72121	7	0.02	0.7	0.2	0.3	1.1	0.7	0.6	1.0	363	209	179	158	311	309	396	486	219	153	231	132	460	262	456	257	638	302	1277	834	828	531	420	468			
1451574_at	B-cell CLL/lymphoma 9	Bcl9	chr3:97204497-97208217 (-) // 97.09 // qF2.1	77578	77578	7	0.10	0.7	0.4	0.4	0.8	0.9	0.8	1.2	85	80	72	67	68	80	75	75	73	65	82	66	54	53	100	72	125	72	176	114	220	142	78	60			
1455095_at	histone 2, H2be	Hist2h2be	chr3:96227776-96229221 (+) // 60.44 // qF2.1	319189	319189	7	-0.41	0.7	0.6	0.4	1.0	1.0	1.0	0.9	46	52	46	47	59	54	76	72	32	31	39	40	58	61	82	50	105	48	50	32	94	46	68	68			
